seed_transform,seed_back_transform,mean_diff
123456,654321,-0.372115973357387
123457,654322,-0.372929330200221
123458,654323,-0.37247825895764
123459,654324,-0.372593886770906
123460,654325,-0.372549856681781
123461,654326,-0.372278309896379
123462,654327,-0.3723089468025
123463,654328,-0.372841046802255
123464,654329,-0.372908738181353
123465,654330,-0.37308234731604
