seed_transform,seed_back_transform,mean_diff
123456,654321,-0.336790905055942
123457,654322,-0.336598495857488
123458,654323,-0.336930996442194
123459,654324,-0.337090460787453
123460,654325,-0.336988097968296
123461,654326,-0.337077343454316
123462,654327,-0.336786510965798
123463,654328,-0.336975283675858
123464,654329,-0.336716032357387
123465,654330,-0.337048403067508
