seed_transform,seed_back_transform,mean_diff
123456,654321,-0.359756485821611
123457,654322,-0.359897558315087
123458,654323,-0.36018713202219
123459,654324,-0.359526451659744
123460,654325,-0.359506105017365
123461,654326,-0.359459410204998
123462,654327,-0.360116174936625
123463,654328,-0.360108307080309
123464,654329,-0.360082215073085
123465,654330,-0.359553568318024
