seed_transform,seed_back_transform,mean_diff
123456,654321,-0.361666542748723
123457,654322,-0.36164926404959
123458,654323,-0.361719583119095
123459,654324,-0.361764821895009
123460,654325,-0.361804301104545
123461,654326,-0.36192486802739
123462,654327,-0.361713073063765
123463,654328,-0.361819799574071
123464,654329,-0.361662825210425
123465,654330,-0.362086886374925
