seed_transform,seed_back_transform,mean_diff
123456,654321,-0.363640208864937
123457,654322,-0.363587713787322
123458,654323,-0.363882689492629
123459,654324,-0.36402357130254
123460,654325,-0.363943097690961
123461,654326,-0.363917427150539
123462,654327,-0.36379267774447
123463,654328,-0.364113983416925
123464,654329,-0.363814179765943
123465,654330,-0.364043377655288
