seed_transform,seed_back_transform,mean_diff
123456,654321,-0.341797425382545
123457,654322,-0.342099522597337
123458,654323,-0.341761930760733
123459,654324,-0.342235934584853
123460,654325,-0.341811112423059
123461,654326,-0.342452700633186
123462,654327,-0.341891008066251
123463,654328,-0.342615962795873
123464,654329,-0.341846476068406
123465,654330,-0.342885446871067
