seed_transform,seed_back_transform,mean_diff
123456,654321,-0.342868438582588
123457,654322,-0.342934619154817
123458,654323,-0.343455795674253
123459,654324,-0.343138468315103
123460,654325,-0.342862733983345
123461,654326,-0.342970507582965
123462,654327,-0.343083877466652
123463,654328,-0.343344122728315
123464,654329,-0.342888332469821
123465,654330,-0.343017552474189
