seed_transform,seed_back_transform,mean_diff
123456,654321,-0.3700551385872
123457,654322,-0.370052167383263
123458,654323,-0.370138294687279
123459,654324,-0.370253494657672
123460,654325,-0.370333679553812
123461,654326,-0.370357881702343
123462,654327,-0.3701945783163
123463,654328,-0.370120824760329
123464,654329,-0.370461328492603
123465,654330,-0.370517724952154
