"Ncells" "SeqDepthTot" "SeqDepthPerLoc" "Replicate" "Seed" "RMSE" "RMSEcomp10" "Scenario" "Mixnoise"
12 6768630 26033.1923076923 87 9567891 0.00464930728755631 1.05690718601403 2 3
12 7422932 28549.7384615385 88 9679002 0.00325044403539121 1.57528282403615 2 3
12 7521907 28930.4115384615 89 9790113 0.00336272601402761 2.65551492357691 2 3
12 7207878 27722.6076923077 90 9901224 0.00351973954923671 1.63713304976816 2 3
12 6961175 26773.75 91 10012335 0.00606703283799969 -0.138170221468115 2 3
12 6963887 26784.1807692308 92 10123446 0.00344780824720499 4.1243511740119 2 3
12 7416070 28523.3461538462 93 10234557 0.00454769588719704 0.880714978501584 2 3
12 6420043 24692.4730769231 94 10345668 0.00875002321121755 0.203033044060164 2 3
12 6897025 26527.0192307692 95 10456779 0.00666849034977327 -0.0604890269681357 2 3
12 6322063 24315.6269230769 96 10567890 0.00867718823426225 0.180215440742715 2 3
12 7680110 29538.8846153846 97 10679001 0.00596163647415491 0.155996147370663 2 3
12 7153523 27513.55 98 10790112 0.00497005386552157 0.656794156796114 2 3
12 6503904 25015.0153846154 99 10901223 0.00322473698669718 2.78057160247801 2 3
12 7101466 27313.3307692308 100 11012334 0.00428875854128723 0.138675450106529 2 3
12 6888295 26493.4423076923 85 9345669 0.00163256666682921 11.4152014821301 3 3
12 6469216 24881.6 86 9456780 0.00146860735283652 8.08753903078651 3 3
12 6768630 26033.1923076923 87 9567891 0.00166645667573797 3.77177780732559 3 3
12 7422932 28549.7384615385 88 9679002 0.00136918567155422 -2.65195019534614 3 3
12 7521907 28930.4115384615 89 9790113 0.00147306884923151 9.75405908962312 3 3
12 7207878 27722.6076923077 90 9901224 0.00150617152463402 3.4515171383724 3 3
12 6961175 26773.75 91 10012335 0.00144331800519566 -1.93772439032291 3 3
12 6963887 26784.1807692308 92 10123446 0.00151422738004723 6.5083893278155 3 3
12 7416070 28523.3461538462 93 10234557 0.00128536099760175 13.9711921562656 3 3
12 6420043 24692.4730769231 94 10345668 0.00118903078263395 6.62413651138024 3 3
12 6897025 26527.0192307692 95 10456779 0.00157842022859688 6.93348344163985 3 3
12 6322063 24315.6269230769 96 10567890 0.00129726972933914 1.84685368146796 3 3
12 7680110 29538.8846153846 97 10679001 0.00122679598470387 11.3977627669194 3 3
12 7153523 27513.55 98 10790112 0.00153077067087219 6.32708602278451 3 3
12 6503904 25015.0153846154 99 10901223 0.00156960433573598 5.09862893096379 3 3
12 7101466 27313.3307692308 100 11012334 0.00180962942611497 1.78980803347061 3 3
12 6888295 26493.4423076923 85 9345669 0.00210309696355728 7.52518803428087 4 3
12 6469216 24881.6 86 9456780 0.0017066351163553 15.712275948046 4 3
12 6768630 26033.1923076923 87 9567891 0.00200977144812257 7.28179514449721 4 3
12 7422932 28549.7384615385 88 9679002 0.00192231654419437 -1.82292458697486 4 3
12 7521907 28930.4115384615 89 9790113 0.00187643531932921 10.882982760346 4 3
12 7207878 27722.6076923077 90 9901224 0.00196360142641043 2.70134316265923 4 3
12 6961175 26773.75 91 10012335 0.00202788953693244 -4.52201895022701 4 3
12 6963887 26784.1807692308 92 10123446 0.00191601143377371 7.54035602690823 4 3
12 7416070 28523.3461538462 93 10234557 0.00183561686379996 11.5255243733185 4 3
12 6420043 24692.4730769231 94 10345668 0.00148260810345266 3.50672328228624 4 3
12 6897025 26527.0192307692 95 10456779 0.00178869131642415 4.6333142753997 4 3
12 6322063 24315.6269230769 96 10567890 0.00138439177850831 -2.77872938472659 4 3
12 7680110 29538.8846153846 97 10679001 0.00172609995332089 12.4054091790551 4 3
12 7153523 27513.55 98 10790112 0.00200836063951936 6.37955804026743 4 3
12 6503904 25015.0153846154 99 10901223 0.00185115150843775 9.74739332932652 4 3
12 7101466 27313.3307692308 100 11012334 0.00230137125306834 -2.18483108459486 4 3
12 6888295 26493.4423076923 85 9345669 0.00201220271249524 7.88990164146339 5 3
12 6469216 24881.6 86 9456780 0.00197090006716401 6.50058157293336 5 3
12 6768630 26033.1923076923 87 9567891 0.00212859520885649 8.27639691955446 5 3
12 7422932 28549.7384615385 88 9679002 0.00243301810092564 -6.74440973099351 5 3
12 7521907 28930.4115384615 89 9790113 0.00215220320298853 9.13658651170747 5 3
12 7207878 27722.6076923077 90 9901224 0.00225320539640393 1.59077266817544 5 3
12 6961175 26773.75 91 10012335 0.00203101173184125 0.563167799377018 5 3
12 6963887 26784.1807692308 92 10123446 0.00235991758489 2.13384526159984 5 3
12 7416070 28523.3461538462 93 10234557 0.00229445718137739 12.4488804098616 5 3
12 6420043 24692.4730769231 94 10345668 0.00155861668010566 4.91964604145952 5 3
12 6897025 26527.0192307692 95 10456779 0.00171955362643873 3.87061526902891 5 3
12 6322063 24315.6269230769 96 10567890 0.00143511778699226 -1.16050948763655 5 3
12 7680110 29538.8846153846 97 10679001 0.00212063496421618 3.68832212951327 5 3
12 7153523 27513.55 98 10790112 0.00212778651730963 4.20024494345548 5 3
12 6503904 25015.0153846154 99 10901223 0.00209540747330314 4.75780772274124 5 3
12 7101466 27313.3307692308 100 11012334 0.0020492855707112 -0.0698900932955659 5 3
9 5757449 22144.0346153846 61 6679005 0.00198735040923469 -13.9368469457035 1 1
9 4880698 18771.9153846154 62 6790116 0.00162035750399138 -8.97621858764841 1 1
9 5192375 19970.6730769231 63 6901227 0.00221176697505912 1.19990793928375 1 1
9 5263298 20243.4538461538 64 7012338 0.00180902330287386 4.57685109068939 1 1
9 5359067 20611.7961538462 65 7123449 0.0023282578607895 -7.35527718482503 1 1
9 4818798 18533.8384615385 66 7234560 0.00199641281983926 -10.7075423017328 1 1
9 5497960 21146 67 7345671 0.00216646014311498 -1.2502820927375 1 1
9 5477592 21067.6615384615 68 7456782 0.00239211173629196 -11.0846951430863 1 1
9 5224760 20095.2307692308 69 7567893 0.00210014600022738 -3.30909582335976 1 1
9 4999939 19230.5346153846 70 7679004 0.00218277592909675 -3.03131638701251 1 1
9 5794816 22287.7538461538 71 7790115 0.00215373272241449 -4.51402551397277 1 1
9 5193124 19973.5538461538 72 7901226 0.00217466086210271 0.606661712792556 1 1
9 5362480 20624.9230769231 73 8012337 0.00105307726108605 -8.04546349595845 1 1
9 5170491 19886.5038461538 74 8123448 0.00215545092536248 -0.0484355379545276 1 1
9 5537047 21296.3346153846 75 8234559 0.0018856574528379 -8.16701275799474 1 1
9 5165780 19868.3846153846 76 8345670 0.00194119150431945 -1.49325678584267 1 1
9 5757449 22144.0346153846 61 6679005 0.00692859863124209 -0.833446777214086 2 1
9 4880698 18771.9153846154 62 6790116 0.00683972278915895 -0.0343003020652377 2 1
9 5192375 19970.6730769231 63 6901227 0.00409641127977026 1.27087121752724 2 1
9 5263298 20243.4538461538 64 7012338 0.00641211155605874 -0.107731041667813 2 1
9 5359067 20611.7961538462 65 7123449 0.00497464482572454 -1.60437749770233 2 1
9 4818798 18533.8384615385 66 7234560 0.00552725535287285 -1.13808403137552 2 1
9 5497960 21146 67 7345671 0.00475149606354951 -0.669075111833184 2 1
9 5477592 21067.6615384615 68 7456782 0.0045147574110444 -1.05410788635494 2 1
9 5224760 20095.2307692308 69 7567893 0.00474154109491351 -2.04601745862945 2 1
9 4999939 19230.5346153846 70 7679004 0.0041938739301373 -0.105960603747124 2 1
9 5794816 22287.7538461538 71 7790115 0.00598638460582158 -1.00903979675275 2 1
9 5193124 19973.5538461538 72 7901226 0.00427803314542485 -0.906317255428579 2 1
9 5362480 20624.9230769231 73 8012337 0.00855513312391906 -0.114562593065126 2 1
9 5170491 19886.5038461538 74 8123448 0.00504345094629543 0.0552288640481513 2 1
9 5537047 21296.3346153846 75 8234559 0.0041176723984633 -2.53469483384527 2 1
9 5165780 19868.3846153846 76 8345670 0.00432931309408284 -0.405180434905961 2 1
9 5757449 22144.0346153846 61 6679005 0.00171017090309401 -13.5981351399704 3 1
9 4880698 18771.9153846154 62 6790116 0.00139340470546495 -8.4424162781229 3 1
9 5192375 19970.6730769231 63 6901227 0.00190201796620199 1.6276503885616 3 1
9 5263298 20243.4538461538 64 7012338 0.00157543096052274 4.27017898627674 3 1
9 5359067 20611.7961538462 65 7123449 0.00201479270596206 -8.05348267794341 3 1
9 4818798 18533.8384615385 66 7234560 0.00172824274158846 -11.141142397996 3 1
9 5497960 21146 67 7345671 0.0018522055651919 -0.497574282552193 3 1
9 5477592 21067.6615384615 68 7456782 0.00204010374704309 -9.11727225772343 3 1
9 5224760 20095.2307692308 69 7567893 0.00179086472077888 -2.54347761667504 3 1
9 4999939 19230.5346153846 70 7679004 0.00189151178023129 -2.62918016871376 3 1
9 5794816 22287.7538461538 71 7790115 0.00184887274224348 -3.77389700807833 3 1
9 5193124 19973.5538461538 72 7901226 0.00187303916436265 -0.346133905286683 3 1
9 5362480 20624.9230769231 73 8012337 0.000925123538598318 -7.54428310815742 3 1
9 5170491 19886.5038461538 74 8123448 0.00183435060803923 0.105253287096418 3 1
9 5537047 21296.3346153846 75 8234559 0.00160812489190718 -8.16335772503014 3 1
9 5165780 19868.3846153846 76 8345670 0.00167724819887009 -2.46631336646501 3 1
9 5757449 22144.0346153846 61 6679005 0.00236712242991908 -13.8946540433578 4 1
9 4880698 18771.9153846154 62 6790116 0.00189518021978962 -6.74401597747665 4 1
9 5192375 19970.6730769231 63 6901227 0.00249951479732987 1.261705652898 4 1
9 5263298 20243.4538461538 64 7012338 0.00200273124172265 7.12809141517413 4 1
9 5359067 20611.7961538462 65 7123449 0.00269183098384431 -10.6750717413081 4 1
9 4818798 18533.8384615385 66 7234560 0.00208514976067855 -6.24992359125951 4 1
9 5497960 21146 67 7345671 0.00251194992619625 -4.52602155557704 4 1
9 5477592 21067.6615384615 68 7456782 0.00268026649015986 -8.48461826612641 4 1
9 5224760 20095.2307692308 69 7567893 0.00245394604506446 -4.10372470399949 4 1
9 4999939 19230.5346153846 70 7679004 0.00250629749155604 -7.55153352344846 4 1
9 5794816 22287.7538461538 71 7790115 0.00248374645960069 -4.11499708705954 4 1
9 5193124 19973.5538461538 72 7901226 0.00240727213387391 2.42939782569348 4 1
9 5362480 20624.9230769231 73 8012337 0.00126227880649652 -8.38626102379401 4 1
9 5170491 19886.5038461538 74 8123448 0.00254342722124333 -1.20534518145869 4 1
9 5537047 21296.3346153846 75 8234559 0.00225590176982302 -9.43438516389947 4 1
9 5165780 19868.3846153846 76 8345670 0.00228333974903747 -0.860499201755771 4 1
9 5757449 22144.0346153846 61 6679005 0.00229907527265304 -8.76235321911809 5 1
9 4880698 18771.9153846154 62 6790116 0.00222577383199577 -9.7500518726751 5 1
9 5192375 19970.6730769231 63 6901227 0.0024513009764751 -0.945989917369561 5 1
9 5263298 20243.4538461538 64 7012338 0.00189947835711187 2.74387873310529 5 1
9 5359067 20611.7961538462 65 7123449 0.00234203794616379 -7.38955587508046 5 1
9 4818798 18533.8384615385 66 7234560 0.00213418213081894 -2.77191050656327 5 1
9 5497960 21146 67 7345671 0.00235607999555431 -6.07897743714318 5 1
9 5477592 21067.6615384615 68 7456782 0.00239054145344588 -9.94590984231609 5 1
9 5224760 20095.2307692308 69 7567893 0.0022851312300252 -1.98739254354794 5 1
9 4999939 19230.5346153846 70 7679004 0.00229776445343393 -3.89431943750569 5 1
9 5794816 22287.7538461538 71 7790115 0.00226163635324868 -1.53375067658772 5 1
9 5193124 19973.5538461538 72 7901226 0.00226584652697581 0.798304178401876 5 1
9 5362480 20624.9230769231 73 8012337 0.00197403613329413 -11.9766559492207 5 1
9 5170491 19886.5038461538 74 8123448 0.00231263580910437 -0.739431351018749 5 1
9 5537047 21296.3346153846 75 8234559 0.00240332350308067 -1.58579844322915 5 1
9 5165780 19868.3846153846 76 8345670 0.00231424096473353 -1.48641327068617 5 1
9 5394251 20747.1192307692 77 8456781 0.00211588097589318 -10.6597828102136 1 1
9 4788278 18416.4538461538 78 8567892 0.00153879395406154 -11.2801669491942 1 1
9 5555698 21368.0692307692 79 8679003 0.00207543434620818 -3.62462227721834 1 1
9 5214760 20056.7692307692 80 8790114 0.00156355781323483 -0.585768417056531 1 1
9 4808462 18494.0846153846 81 8901225 0.00184728703962291 -5.39404469336111 1 1
9 5035607 19367.7192307692 82 9012336 0.00196283518821638 -0.250671018031223 1 1
9 4936053 18984.8192307692 83 9123447 0.00168642775137227 0.68331871282703 1 1
9 5338087 20531.1038461538 84 9234558 0.00212495535916919 -8.94368067677649 1 1
9 5156802 19833.8538461538 85 9345669 0.00209052404664581 -2.46635823578798 1 1
9 4960042 19077.0846153846 86 9456780 0.00184717639217585 -5.84526967358439 1 1
9 5228096 20108.0615384615 87 9567891 0.00217633799110412 -2.34067876186141 1 1
9 5331384 20505.3230769231 88 9679002 0.00211267476692219 -2.88644466880197 1 1
9 5265909 20253.4961538462 89 9790113 0.00221554670496718 -16.2000035322617 1 1
9 5118946 19688.2538461538 90 9901224 0.00217862641732709 -7.27787038938368 1 1
