"sample"	"cell_count"	"lib_factor"	"Phi_factor"	"SC_rep"	"ST_rep"	"alpha0"	"alpha1"	"CARD_rmse"	"Ave_rmse"	"Median_rmse"	"j"	"WAIC"	"PercentMedianDiff"	"PercentMeanDiff"
1	10	0.05	50	3	1	-0.1	0.3	0.00112396187936796	0.00104248593306351	0.00104180369668379	22	4136.64209095973	7.30969476743909	7.24899552200776
1	10	0.05	50	3	1	0	0.3	0.00112396187936796	0.00109014919523815	0.00109143540341502	23	359239.117249045	2.89391273405385	3.00834794760364
1	10	0.05	50	3	1	0.1	0.3	0.00112396187936796	0.00115048053055136	0.00115277604278143	24	1940043.88770135	-2.56362461595814	-2.35939062259902
1	10	0.05	50	3	1	-0.1	0.5	0.00112396187936796	0.0010573858380469	0.0010623623082147	25	1126.35131467967	5.48057476717071	5.92333623970442
1	10	0.05	50	3	1	0	0.5	0.00112396187936796	0.00108557497502061	0.00108658652586755	26	189672.775853673	3.32532216496789	3.41532084423853
1	10	0.05	50	3	1	0.1	0.5	0.00112396187936796	0.00114920255797529	0.00115156173914008	27	1181288.98647155	-2.45558682004705	-2.24568813859736
1	10	0.05	50	4	1	-0.1	0.1	0.000913728839582528	0.000834904903415779	0.00083618277364619	28	110288.508176044	8.48677009820198	8.62662233609291
1	10	0.05	50	4	1	0	0.1	0.000913728839582528	0.000886096201420057	0.000889412657679695	29	1099179.47146825	2.66120328586131	3.02416176062641
1	10	0.05	50	4	1	0.1	0.1	0.000913728839582528	0.000921749057823697	0.000924673541147084	30	4324975.58224695	-1.19780629552597	-0.877745989152956
1	10	0.05	50	4	1	-0.1	0.3	0.000913728839582528	0.000832199139224153	0.000833795004637749	31	34201.2204869883	8.74809149958529	8.92274565785021
1	10	0.05	50	4	1	0	0.3	0.000913728839582528	0.000880347574169266	0.000884166865925103	32	535103.998306912	3.23531143779271	3.65330106342191
1	10	0.05	50	4	1	0.1	0.3	0.000913728839582528	0.000920798939736783	0.000924107087413669	33	2448597.5194932	-1.13581265924403	-0.773763489558443
1	10	0.05	50	4	1	-0.1	0.5	0.000913728839582528	0.000832133310026453	0.000832637143259936	34	10610.9058327241	8.87480976956372	8.92995011445137
1	10	0.05	50	4	1	0	0.5	0.000913728839582528	0.000870489996638431	0.000874104049428746	35	285593.938167795	4.336602768485	4.73213070125403
1	10	0.05	50	4	1	0.1	0.5	0.000913728839582528	0.000920512234083975	0.000923978399374497	36	1488545.61723656	-1.12172882675476	-0.742385947295543
1	10	0.05	50	5	1	-0.1	0.1	0.000999708516484492	0.000994965455955147	0.000994921656368948	37	81404.4042735959	0.478825581318132	0.474444345640301
1	10	0.05	50	5	1	0	0.1	0.000999708516484492	0.00098983129444682	0.000991548420196093	38	1081304.26500798	0.816247551545779	0.988010192451394
1	10	0.05	50	5	1	0.1	0.1	0.000999708516484492	0.0010100783585432	0.00101122475823283	39	4370772.94966446	-1.15195995217046	-1.03728655780289
1	10	0.05	50	5	1	-0.1	0.3	0.000999708516484492	0.00100019687492569	0.000997913316678536	40	18808.0214375336	0.179572322967525	-0.0488500831140826
1	10	0.05	50	5	1	0	0.3	0.000999708516484492	0.000985602968763125	0.000987382748087421	41	529799.618290121	1.23293622029096	1.41096604547984
1	10	0.05	50	5	1	0.1	0.3	0.000999708516484492	0.00100997362584113	0.00101132190914159	42	2488815.209256	-1.16167787566073	-1.02681023392093
1	10	0.05	50	5	1	-0.1	0.5	0.000999708516484492	0.00103138639591394	0.00102609278485282	43	3093.61486437512	-2.63919611899557	-3.16871157013301
1	10	0.05	50	5	1	0	0.5	0.000999708516484492	0.000980685230664098	0.000982467688537956	44	284602.525456051	1.72458548289293	1.90288324113613
1	10	0.05	50	5	1	0.1	0.5	0.000999708516484492	0.00100917945696868	0.00101083252134831	45	1517980.64301986	-1.11272482732592	-0.947370191212205
1	10	0.05	50	6	1	-0.1	0.1	0.000838854229024917	0.000743955453314663	0.000745477694072329	46	59528.2951529574	11.1314375873301	11.3129042480437
1	10	0.05	50	6	1	0	0.1	0.000838854229024917	0.000810697597516677	0.000814526937711192	47	943637.427052495	2.90006183100534	3.35655833087587
1	10	0.05	50	6	1	0.1	0.1	0.000838854229024917	0.000846444210485208	0.000849900476784202	48	4025191.54663541	-1.31682566256175	-0.904803385102304
1	10	0.05	50	6	1	-0.1	0.3	0.000838854229024917	0.000735309572992514	0.000736018959202268	49	11659.0398310061	12.2590154837969	12.3435815723029
1	10	0.05	50	6	1	0	0.3	0.000838854229024917	0.00080554804194126	0.000809837547637168	50	459305.694418622	3.4590850691041	3.9704380011736
1	10	0.05	50	6	1	0.1	0.3	0.000838854229024917	0.000845186789761496	0.000848716363112182	51	2298438.98939737	-1.17566720724869	-0.754905979783893
1	10	0.05	50	6	1	-0.1	0.5	0.000838854229024917	0.00073419151730578	0.000734512883162402	52	1978.01283667554	12.4385551448911	12.476865240436
1	10	0.05	50	6	1	0	0.5	0.000838854229024917	0.000794575886344473	0.000798889350950781	53	243930.722990332	4.76422204136607	5.27843112049561
1	10	0.05	50	6	1	0.1	0.5	0.000838854229024917	0.000844414962891967	0.000848294556489794	54	1398580.83076164	-1.12538354558336	-0.662896326279916
1	10	0.05	50	7	1	-0.1	0.1	0.00109209357532718	0.00103380147361837	0.00103409647383439	55	146877.685859499	5.31063480301223	5.33764716007421
1	10	0.05	50	7	1	0	0.1	0.00109209357532718	0.00106831848875763	0.00106974784215131	56	1607554.84651751	2.04613722493244	2.17701917735657
1	10	0.05	50	7	1	0.1	0.1	0.00109209357532718	0.00110115633632219	0.00110272389112825	57	6243786.73239821	-0.973388731628444	-0.829852056614855
1	10	0.05	50	7	1	-0.1	0.3	0.00109209357532718	0.00102692628050285	0.00102614514585368	58	40661.9564632437	6.03871600047978	5.96718965266392
1	10	0.05	50	7	1	0	0.3	0.00109209357532718	0.00106130356589438	0.00106284186813397	59	787070.439918233	2.67849823990089	2.81935633799315
1	10	0.05	50	7	1	0.1	0.3	0.00109209357532718	0.00110056227783866	0.00110198876577667	60	3559313.56061905	-0.906075328437295	-0.775455757895749
1	10	0.05	50	7	1	-0.1	0.5	0.00109209357532718	0.0010347587489161	0.00103404682082575	61	10748.8156670564	5.31518139222119	5.24999209833261
1	10	0.05	50	7	1	0	0.5	0.00109209357532718	0.00105372249542039	0.00105478744780215	62	419001.681852329	3.41601931994218	3.51353407562061
1	10	0.05	50	7	1	0.1	0.5	0.00109209357532718	0.00110049398834696	0.00110222295634558	63	2160534.71070249	-0.927519513642694	-0.769202677276315
1	10	0.05	50	8	1	-0.1	0.1	0.000871208578462206	0.000793631369174122	0.000794144191884316	64	55315.7427321546	8.8456872995809	8.90455066742084
1	10	0.05	50	8	1	0	0.1	0.000871208578462206	0.000846942545879202	0.000850873433867748	65	1144251.28235329	2.33413043640502	2.78532984900554
1	10	0.05	50	8	1	0.1	0.1	0.000871208578462206	0.000874435118719648	0.000877484748952612	66	4662349.74583496	-0.720398150978196	-0.370352213833502
1	10	0.05	50	8	1	-0.1	0.3	0.000871208578462206	0.000792401125453122	0.000790586607566834	67	9472.48096483965	9.25403776873737	9.04576182527829
1	10	0.05	50	8	1	0	0.3	0.000871208578462206	0.000840094634357061	0.000844419931877559	68	557682.305998207	3.07488324230376	3.571354193971
1	10	0.05	50	8	1	0.1	0.3	0.000871208578462206	0.000874669034418705	0.000878075281144671	69	2650278.54252449	-0.788181252138864	-0.397201777168732
1	10	0.05	50	8	1	-0.1	0.5	0.000871208578462206	0.000798554896237218	0.000794379893755827	70	2195.19148844335	8.81863271387793	8.33941308902527
1	10	0.05	50	8	1	0	0.5	0.000871208578462206	0.000837676850174499	0.000842272289267967	71	296689.260259298	3.32139626601421	3.84887489823565
1	10	0.05	50	8	1	0.1	0.5	0.000871208578462206	0.00087495594983016	0.000878679504171495	72	1609917.48568301	-0.857535829419409	-0.430134810491412
1	10	0.05	50	9	1	-0.1	0.1	0.000955712191148737	0.000892617983303549	0.000893406126223861	73	55209.9946230603	6.51933348783447	6.60180004289271
1	10	0.05	50	9	1	0	0.1	0.000955712191148737	0.000934610712504752	0.000936805939841831	74	855961.760738251	1.97823690876866	2.20793235028446
1	10	0.05	50	9	1	0.1	0.1	0.000955712191148737	0.000975777690164979	0.000978028144113486	75	3693045.20860061	-2.33500766982222	-2.09953364643429
1	10	0.05	50	9	1	-0.1	0.3	0.000955712191148737	0.000896670442096168	0.00089394409397989	76	9200.25394738463	6.46304376368834	6.17777502467585
1	10	0.05	50	9	1	0	0.3	0.000955712191148737	0.000925270621130776	0.0009275127461685	77	413824.187124186	2.95062103857259	3.18522357461726
1	10	0.05	50	9	1	0.1	0.3	0.000955712191148737	0.000975583103097309	0.000978053825059744	78	2092255.62148075	-2.33769477023753	-2.07917322103923
1	10	0.05	50	9	1	-0.1	0.5	0.000955712191148737	0.000908552520933899	0.000907063505362239	79	1813.06946124291	5.09030712771631	4.93450545588981
1	10	0.05	50	9	1	0	0.5	0.000955712191148737	0.0009213705660675	0.000923732703647844	80	219041.262263195	3.34614204956986	3.59330197932911
1	10	0.05	50	9	1	0.1	0.5	0.000955712191148737	0.000975402077227514	0.000978176574265473	81	1270880.0032878	-2.35053851199012	-2.06023175817291
1	10	0.05	50	10	1	-0.1	0.1	0.000990611747932422	0.000938517738414671	0.000939389436949149	82	62781.4586926936	5.17077564345287	5.25877162535973
1	10	0.05	50	10	1	0	0.1	0.000990611747932422	0.000976919747946308	0.000978655093199587	83	983627.478498771	1.20699706598376	1.38217621734155
1	10	0.05	50	10	1	0.1	0.1	0.000990611747932422	0.00102641605417877	0.0010286817322341	84	4322507.14469704	-3.84307821718661	-3.61436317720629
1	10	0.05	50	10	1	-0.1	0.3	0.000990611747932422	0.000934492620308499	0.00093445944951255	85	12960.6967160962	5.66844664794978	5.66509813163969
1	10	0.05	50	10	1	0	0.3	0.000990611747932422	0.000968937227638441	0.000970355435687913	86	474998.514254743	2.04482859069526	2.18799346355611
1	10	0.05	50	10	1	0.1	0.3	0.000990611747932422	0.00102208444239061	0.00102430215421785	87	2460847.51040739	-3.4009697902075	-3.17709683171823
1	10	0.05	50	10	1	-0.1	0.5	0.000990611747932422	0.000940710453767086	0.000940925343755146	88	1967.21770008468	5.01572934916021	5.03742200407867
1	10	0.05	50	10	1	0	0.5	0.000990611747932422	0.000964354714088703	0.000966128442009179	89	250944.594914645	2.47153397628722	2.65058777048848
1	10	0.05	50	10	1	0.1	0.5	0.000990611747932422	0.00102262093263413	0.00102489128801425	90	1499698.49803389	-3.4604415052998	-3.23125430003448
1	10	0.05	50	1	2	-0.1	0.1	0.000860769008557031	0.00081145262413776	0.000812352401083474	91	81221.8979667289	5.6248083971705	5.72934015154005
1	10	0.05	50	1	2	0	0.1	0.000860769008557031	0.000838995534712234	0.000841374630049572	92	1039360.10409318	2.25314553784552	2.52953738207855
1	10	0.05	50	1	2	0.1	0.1	0.000860769008557031	0.000877484770826325	0.000879924237094093	93	4297477.54736805	-2.22536224546153	-1.94195679713371
1	10	0.05	50	1	2	-0.1	0.3	0.000860769008557031	0.000815113793914151	0.000814788950381263	94	19652.774551112	5.34174182837365	5.30400307039583
1	10	0.05	50	1	2	0	0.3	0.000860769008557031	0.000834297567274154	0.000836810884752232	95	504995.234402675	2.78333949835882	3.07532462480887
1	10	0.05	50	1	2	0.1	0.3	0.000860769008557031	0.000873877680340955	0.000876293601789962	96	2440195.46883079	-1.80357251232315	-1.52290238770314
1	10	0.05	50	1	2	-0.1	0.5	0.000860769008557031	0.000823370525144941	0.000820881267524648	97	3948.02305689019	4.63396574874955	4.34477578076193
1	10	0.05	50	1	2	0	0.5	0.000860769008557031	0.000825994040335296	0.000828352615839572	98	268641.377953032	3.76598046574671	4.03998841454931
1	10	0.05	50	1	2	0.1	0.5	0.000860769008557031	0.000873551550295588	0.000876408455319314	99	1486137.63978124	-1.81691564250201	-1.48501416889826
1	10	0.05	50	2	2	-0.1	0.1	0.00104063888861115	0.000953815574789724	0.00095524434773625	100	87132.4921850846	8.2059724856975	8.34327015563497
1	10	0.05	50	2	2	0	0.1	0.00104063888861115	0.00101109227114925	0.00101434191364907	101	1049905.24057053	2.52700290656772	2.8392766967731
1	10	0.05	50	2	2	0.1	0.1	0.00104063888861115	0.00104850946614593	0.00105151601476996	102	4307228.81296993	-1.04523541046238	-0.756321680932781
1	10	0.05	50	2	2	-0.1	0.3	0.00104063888861115	0.000943046812073837	0.000944189260468284	103	22848.6980714792	9.26830903576825	9.37809240125173
1	10	0.05	50	2	2	0	0.3	0.00104063888861115	0.00100247778566891	0.00100559703818634	104	512838.307064694	3.3673400838961	3.66708407305191
1	10	0.05	50	2	2	0.1	0.3	0.00104063888861115	0.0010481266055709	0.00105143177406085	105	2456384.43261829	-1.03714031522566	-0.719530765350052
1	10	0.05	50	2	2	-0.1	0.5	0.00104063888861115	0.000939912305841096	0.000939757563485841	106	5330.30985569654	9.69417213111709	9.67930219333666
1	10	0.05	50	2	2	0	0.5	0.00104063888861115	0.000997219160507744	0.00100060053882508	107	274028.693262745	3.84747775854321	4.17241067757459
1	10	0.05	50	2	2	0.1	0.5	0.00104063888861115	0.00104414537633764	0.00104749672067114	108	1498338.58192896	-0.659002093333871	-0.336955284380647
1	10	0.05	50	3	2	-0.1	0.1	0.00092968022604134	0.000832579383066452	0.000834032488667203	109	75674.4224485861	10.2882404825811	10.4445421398659
1	10	0.05	50	3	2	0	0.1	0.00092968022604134	0.000892227435354676	0.000896000621069689	110	953211.014579788	3.62270854302895	4.02856698868823
1	10	0.05	50	3	2	0.1	0.1	0.00092968022604134	0.000933682215752589	0.000936965026510993	111	3923592.55648992	-0.783581307378345	-0.43046948823362
1	10	0.05	50	3	2	-0.1	0.3	0.00092968022604134	0.000825004201541547	0.000825355881526825	112	18881.9557599687	11.2215298972999	11.2593579563924
1	10	0.05	50	3	2	0	0.3	0.00092968022604134	0.000886679605336294	0.000890873591751488	113	463891.899324948	4.17419164168893	4.62531303781152
1	10	0.05	50	3	2	0.1	0.3	0.00092968022604134	0.000932323854358074	0.000936020630051666	114	2228804.78247406	-0.681998372421422	-0.284358884128455
1	10	0.05	50	3	2	-0.1	0.5	0.00092968022604134	0.000825008942948758	0.000824232753469097	115	4396.99679920268	11.3423378941002	11.2588479522987
1	10	0.05	50	3	2	0	0.5	0.00092968022604134	0.000879270778209563	0.000883398364720884	116	246340.483095722	4.97825596630449	5.42223513201147
1	10	0.05	50	3	2	0.1	0.5	0.00092968022604134	0.000929793675522451	0.000933620156690083	117	1354258.64168655	-0.423794175500514	-0.0122030648746385
1	10	0.05	50	4	2	-0.1	0.1	0.000821750475618895	0.000706486786261792	0.00070637044394405	118	24340.3682019288	14.0407623844631	14.0266045201
1	10	0.05	50	4	2	0	0.1	0.000821750475618895	0.000784590872748921	0.00078919921680656	119	905450.733510865	3.96120961023102	4.52200564191794
1	10	0.05	50	4	2	0.1	0.1	0.000821750475618895	0.00084315001837517	0.00084752368770122	120	3994354.05782994	-3.13637933253581	-2.60414120723922
1	10	0.05	50	4	2	-0.1	0.3	0.000821750475618895	0.000701205772739979	0.000699295070519086	121	3757.5974709514	14.9017747762887	14.6692586685914
1	10	0.05	50	4	2	0	0.3	0.000821750475618895	0.00077549062851397	0.00078050146033565	122	439005.288516969	5.0196521337183	5.62942748163111
1	10	0.05	50	4	2	0.1	0.3	0.000821750475618895	0.000838083425788304	0.000842986767445427	123	2274657.67669794	-2.5842749662589	-1.98758025142709
1	10	0.05	50	4	2	-0.1	0.5	0.000821750475618895	0.000703742125401865	0.000706444927276047	124	1181.38010047462	14.0316984004184	14.3606062568023
1	10	0.05	50	4	2	0	0.5	0.000821750475618895	0.000763436107377359	0.00076837380778923	125	231386.417507675	6.49548365511621	7.0963595363442
1	10	0.05	50	4	2	0.1	0.5	0.000821750475618895	0.000837262952439935	0.000842394232372067	126	1385782.99937996	-2.51216851899287	-1.88773566688323
1	10	0.05	50	5	2	-0.1	0.1	0.00118445262182621	0.00115882256547378	0.00115930720530652	127	68138.7611816864	2.12295671910705	2.16387349566777
1	10	0.05	50	5	2	0	0.1	0.00118445262182621	0.0011732154073651	0.00117489032104743	128	1040872.60923323	0.807318131816648	0.948726378247677
1	10	0.05	50	5	2	0.1	0.1	0.00118445262182621	0.00119915704180424	0.00120075659715305	129	4431434.25067115	-1.37649873252801	-1.24145277802243
1	10	0.05	50	5	2	-0.1	0.3	0.00118445262182621	0.00116926172218879	0.00116849651848551	130	14401.4673852419	1.34712888018267	1.28252488596866
1	10	0.05	50	5	2	0	0.3	0.00118445262182621	0.00116719574276714	0.00116892841829255	131	506556.328878183	1.31066479550065	1.45694971171294
1	10	0.05	50	5	2	0.1	0.3	0.00118445262182621	0.0011993004177271	0.00120128367116111	132	2529484.83003944	-1.42099810703677	-1.25355760351091
1	10	0.05	50	5	2	-0.1	0.5	0.00118445262182621	0.00119366082819799	0.0011916174959456	133	2086.40087594537	-0.604910148988358	-0.777422937996586
1	10	0.05	50	5	2	0	0.5	0.00118445262182621	0.00116399364432671	0.0011659611694051	134	269218.936610695	1.56118126469321	1.72729386743753
1	10	0.05	50	5	2	0.1	0.5	0.00118445262182621	0.00119924051527624	0.0012011818737148	135	1545282.39415429	-1.41240363525788	-1.24850020824201
1	10	0.05	50	6	2	-0.1	0.1	0.00115000821941499	0.00109550341010128	0.00109555144214938	136	40568.2052230065	4.73533809117538	4.73951476115871
1	10	0.05	50	6	2	0	0.1	0.00115000821941499	0.00113089528056367	0.00113210251599962	137	816277.691315931	1.55700655987282	1.66198280400491
1	10	0.05	50	6	2	0.1	0.1	0.00115000821941499	0.00118008892905866	0.00118168165173499	138	3691532.48232465	-2.75419182100398	-2.615695186855
1	10	0.05	50	6	2	-0.1	0.3	0.00115000821941499	0.00110327053902144	0.00110169419518577	139	6280.90777582912	4.20118947095867	4.0641170736434
1	10	0.05	50	6	2	0	0.3	0.00115000821941499	0.00112312535987645	0.00112406780703023	140	391475.971286241	2.2556719114543	2.33762325213767
1	10	0.05	50	6	2	0.1	0.3	0.00115000821941499	0.0011767181094956	0.00117846373974625	141	2096719.41844117	-2.47437538713775	-2.32258253720967
1	10	0.05	50	6	2	-0.1	0.5	0.00115000821941499	0.00112211891487913	0.00112558346545879	142	1176.85084907362	2.12387646834603	2.42513958291914
1	10	0.05	50	6	2	0	0.5	0.00115000821941499	0.00111926254640032	0.00112019674653158	143	207101.168655574	2.59228346198868	2.67351767540476
1	10	0.05	50	6	2	0.1	0.5	0.00115000821941499	0.00117748150061699	0.00117939063764281	144	1285586.08466263	-2.55497462816088	-2.38896389940402
1	10	0.05	50	7	2	-0.1	0.1	0.000998009685015596	0.000939213411738537	0.000939496733128786	145	149654.704657073	5.86296433444893	5.89135297581206
1	10	0.05	50	7	2	0	0.1	0.000998009685015596	0.000977454239405708	0.000979753231413539	146	1645648.22351153	1.82928621597217	2.05964390110773
1	10	0.05	50	7	2	0.1	0.1	0.000998009685015596	0.00100874458703586	0.0010109174815264	147	6601294.98138034	-1.29335383259381	-1.07563104661623
1	10	0.05	50	7	2	-0.1	0.3	0.000998009685015596	0.000936109214489251	0.000936391303594869	148	43347.0822707054	6.17412659875785	6.20239176590538
1	10	0.05	50	7	2	0	0.3	0.000998009685015596	0.000974167822398853	0.000976588434296155	149	808587.875304798	2.14639707821133	2.3889410067569
1	10	0.05	50	7	2	0.1	0.3	0.000998009685015596	0.00100889979847657	0.00101120068365101	150	3778802.77809533	-1.32173052360787	-1.09118314426049
1	10	0.05	50	7	2	-0.1	0.5	0.000998009685015596	0.00093680476276055	0.000935809457753241	151	11237.6863456416	6.23242721951972	6.13269822667998
1	10	0.05	50	7	2	0	0.5	0.000998009685015596	0.000969514045846926	0.000972135897232755	152	435045.407884753	2.59253874699998	2.85524675727221
1	10	0.05	50	7	2	0.1	0.5	0.000998009685015596	0.00100872589676791	0.00101132256259329	153	2320905.32437233	-1.33394272396161	-1.07375829245033
1	10	0.05	50	8	2	-0.1	0.1	0.000957575918067709	0.000895092267500254	0.000895779353281451	154	43152.473696845	6.45343764606758	6.52519026309065
1	10	0.05	50	8	2	0	0.1	0.000957575918067709	0.000935112599465313	0.000937859708260577	155	955312.533979358	2.05897093223872	2.34585249885199
1	10	0.05	50	8	2	0.1	0.1	0.000957575918067709	0.000970980599919106	0.000973495559880136	156	4144515.89002647	-1.66249396126739	-1.3998557815077
1	10	0.05	50	8	2	-0.1	0.3	0.000957575918067709	0.000895626668239282	0.000893810989997836	157	5388.50172382747	6.6589945368034	6.46938260033051
1	10	0.05	50	8	2	0	0.3	0.000957575918067709	0.000928216796099792	0.000931353783577679	158	461664.297987888	2.7383870036064	3.06598374227716
1	10	0.05	50	8	2	0.1	0.3	0.000957575918067709	0.000970605567337007	0.00097340232591957	159	2350028.5195778	-1.65275750499208	-1.36069099310585
1	10	0.05	50	8	2	-0.1	0.5	0.000957575918067709	0.000900588017542798	0.000901566941001442	160	1249.62528829175	5.84903776394963	5.95126709534505
1	10	0.05	50	8	2	0	0.5	0.000957575918067709	0.000925909644723	0.000929196667250277	161	244461.132613712	2.96365544307954	3.3069203963075
1	10	0.05	50	8	2	0.1	0.5	0.000957575918067709	0.0009705733120201	0.000973730382248114	162	1427427.5258522	-1.68701654621839	-1.35732255867695
1	10	0.05	50	9	2	-0.1	0.1	0.000887258814704029	0.000832809054887491	0.000833284252892825	163	52308.7658200762	6.08329395174375	6.13685194378162
1	10	0.05	50	9	2	0	0.1	0.000887258814704029	0.000864311221630536	0.000866745978233259	164	960064.505109571	2.31193380452496	2.58634715070678
1	10	0.05	50	9	2	0.1	0.1	0.000887258814704029	0.000890290186504697	0.000892438655228287	165	3998482.9271632	-0.583802655822119	-0.341655867536206
1	10	0.05	50	9	2	-0.1	0.3	0.000887258814704029	0.000840522648331553	0.000839347498618796	166	6548.11380501287	5.39992562386828	5.26747839502341
1	10	0.05	50	9	2	0	0.3	0.000887258814704029	0.000856739398882453	0.000859208554618994	167	464831.710791387	3.16145183571849	3.43974219424985
1	10	0.05	50	9	2	0.1	0.3	0.000887258814704029	0.000889839792810329	0.000891977134929695	168	2266414.86109169	-0.531786232773546	-0.290893487168264
1	10	0.05	50	9	2	-0.1	0.5	0.000887258814704029	0.000852241191061398	0.000854316828363405	169	1476.18815069637	3.71278208733407	3.94672028750841
1	10	0.05	50	9	2	0	0.5	0.000887258814704029	0.000852275858454846	0.000854897899761234	170	247688.903740307	3.64729145616771	3.94281304050528
1	10	0.05	50	9	2	0.1	0.5	0.000887258814704029	0.00088905046430948	0.000891318705648634	171	1381464.81620849	-0.457576851007002	-0.20193088823226
1	10	0.05	50	10	2	-0.1	0.1	0.000873336639387851	0.000798727639881135	0.000800845976126894	172	71490.0198865079	8.30042620355056	8.54298287073031
1	10	0.05	50	10	2	0	0.1	0.000873336639387851	0.000849616133908626	0.000853118559935793	173	1038810.14143617	2.31503850178891	2.71607813177869
1	10	0.05	50	10	2	0.1	0.1	0.000873336639387851	0.000883098577561329	0.00088610255326834	174	4407281.28054369	-1.46174033067445	-1.11777494876673
1	10	0.05	50	10	2	-0.1	0.3	0.000873336639387851	0.000789470681787836	0.0007911121324727	175	14960.982860448	9.41498423480598	9.60293589179987
1	10	0.05	50	10	2	0	0.3	0.000873336639387851	0.000841846445438304	0.000845440184809273	176	506392.474365167	3.19423843228778	3.6057337490866
1	10	0.05	50	10	2	0.1	0.3	0.000873336639387851	0.000882682716642263	0.000886003794739648	177	2514477.3953005	-1.45043214500615	-1.07015746653705
1	10	0.05	50	10	2	-0.1	0.5	0.000873336639387851	0.00078358228230661	0.000783610915125281	178	2564.81491955247	10.2738990002138	10.2771775548261
1	10	0.05	50	10	2	0	0.5	0.000873336639387851	0.000835372937815329	0.000838922090699061	179	268718.736232648	3.94058226080058	4.34697227395976
1	10	0.05	50	10	2	0.1	0.5	0.000873336639387851	0.000882598415974191	0.000886102681878012	180	1531616.56266853	-1.46175505691704	-1.06050475482533
1	10	0.05	50	1	3	-0.1	0.1	0.00103394738678194	0.00104965589604865	0.00105000900736181	181	38031.8253395321	-1.55342726189009	-1.51927549385356
1	10	0.05	50	1	3	0	0.1	0.00103394738678194	0.00103187305115969	0.0010319843488592	182	877651.56045855	0.189858589308967	0.200622937759332
1	10	0.05	50	1	3	0.1	0.1	0.00103394738678194	0.00107823081391269	0.00107914578575395	183	4039242.6424862	-4.37144090210326	-4.28294782663798
