"sample"	"cell_count"	"lib_factor"	"Phi_factor"	"SC_rep"	"ST_rep"	"alpha0"	"alpha1"	"CARD_rmse"	"Ave_rmse"	"Median_rmse"	"j"	"WAIC"	"PercentMedianDiff"	"PercentMeanDiff"	"sparsity_level"	"best_WAIC"	"sparsity_level_f"
2	10	0.05	50	1	8	-0.1	0.5	0.000789629181480249	0.00077789176893177	0.000775146242062331	637	59393.5801447895	1.83414440063721	1.48644614760512	1	TRUE	"1"
2	10	0.05	50	2	8	-0.1	0.5	0.000721825091795986	0.000770611531440887	0.000762204079173849	646	4810.87789788309	-5.5940127098375	-6.75876194931304	1	TRUE	"1"
2	10	0.05	50	3	8	-0.1	0.5	0.000648666542163145	0.000689042102095415	0.000682064020041102	655	18754.0185931989	-5.14863581010114	-6.22439378445931	1	TRUE	"1"
2	10	0.05	50	4	8	-0.1	0.5	0.000717029763936374	0.000727734425026902	0.00072581670664836	664	43961.2612191664	-1.22546415141074	-1.49291725796168	1	TRUE	"1"
2	10	0.05	50	5	8	-0.1	0.5	0.00079254476356507	0.00090788662707521	0.000896551832308207	673	3493.83900611689	-13.1231790965708	-14.5533563292126	1	TRUE	"1"
2	10	0.05	50	6	8	-0.1	0.5	0.000721790727751376	0.000665651329509075	0.000663784135970712	682	7726.40671866165	8.03648336705219	7.7777943223508	1	TRUE	"1"
2	10	0.05	50	7	8	-0.1	0.5	0.000702377875087919	0.000706462914284604	0.000703252568337209	691	15867.7976965165	-0.124533143812355	-0.581601349013683	1	TRUE	"1"
2	10	0.05	50	8	8	-0.1	0.5	0.000648865793133905	0.000632376133052813	0.000632080186982804	700	12340.5682808262	2.58691494122841	2.54130519062346	1	TRUE	"1"
2	10	0.05	50	9	8	-0.1	0.5	0.000593677884627271	0.000526899011094488	0.000524831517186319	709	3357.14182218438	11.5965861662803	11.2483343681749	1	TRUE	"1"
2	10	0.05	50	10	8	-0.1	0.5	0.000691223444205677	0.000712005453856158	0.000708094481801802	718	37668.8430285984	-2.44075019988834	-3.00655451210321	1	TRUE	"1"
2	10	0.05	50	1	9	-0.1	0.5	0.000563363893391937	0.000599445014792919	0.000595602362700612	727	17828.489782401	-5.72249476525231	-6.40458535312629	1	TRUE	"1"
2	10	0.05	50	2	9	-0.1	0.5	0.000655250298596676	0.000609421910045667	0.000608447891428973	736	3028.99045048182	7.14267620601443	6.99402787746268	1	TRUE	"1"
2	10	0.05	50	3	9	-0.1	0.5	0.000645984784858969	0.000675097056422485	0.000670985595863703	745	10467.1362287636	-3.87018573667985	-4.5066497301282	1	TRUE	"1"
2	10	0.05	50	4	9	-0.1	0.5	0.000781869556042938	0.00074986646165062	0.000747200984086802	754	31365.3905936826	4.43406085940918	4.09315008430389	1	TRUE	"1"
2	10	0.05	50	5	9	-0.1	0.5	0.000594180122154662	0.000486470908366464	0.00048652104758593	763	4803.01448112601	18.1189290174047	18.1273674046204	1	TRUE	"1"
2	10	0.05	50	6	9	-0.1	0.5	0.000634345450226754	0.00054686018630866	0.000546906673088364	772	9011.2968207618	13.7840946296902	13.791422936323	1	TRUE	"1"
2	10	0.05	50	7	9	-0.1	0.5	0.000817498161889659	0.000799063079788651	0.000797567709606565	781	54972.939625315	2.43798129613213	2.25506098489506	1	TRUE	"1"
2	10	0.05	50	8	9	-0.1	0.5	0.000684498624294078	0.000640134947246716	0.000640398393533999	790	31187.7294781332	6.44270553583055	6.48119301819112	1	TRUE	"1"
2	10	0.05	50	9	9	-0.1	0.5	0.000635133891179615	0.000576423182214874	0.000577163074460454	799	8978.84966963589	9.12733795570151	9.24383185657112	1	TRUE	"1"
2	10	0.05	50	10	9	-0.1	0.5	0.000668996806111156	0.000623876865926317	0.000620997344791745	808	10779.797966821	7.17484162569173	6.74441787653949	1	TRUE	"1"
2	10	0.05	50	1	10	-0.1	0.5	0.000598579914854317	0.000525202324090403	0.000526163144792442	817	11937.7214552368	12.0980955532898	12.2586122492554	1	TRUE	"1"
2	10	0.05	50	2	10	-0.1	0.5	0.00066252130053768	0.000580435487116006	0.00058110416683416	826	23452.609406945	12.2889835598409	12.3899131024249	1	TRUE	"1"
2	10	0.05	50	3	10	-0.1	0.5	0.000798756334743032	0.000751317422872963	0.000749182195177367	835	25341.3059879174	6.2064158253735	5.9390967941845	1	TRUE	"1"
2	10	0.05	50	4	10	-0.1	0.5	0.000781093207755741	0.000733764968071725	0.000733096309212376	844	7072.6261695395	6.14483624576266	6.05923073124662	1	TRUE	"1"
2	10	0.05	50	5	10	-0.1	0.5	0.000725541467892548	0.000654583683284008	0.000652139613478129	853	3940.74985112362	10.1168379290058	9.77997643810055	1	TRUE	"1"
2	10	0.05	50	6	10	-0.1	0.5	0.000672691132059494	0.000646383323199788	0.000644467203436022	862	36161.2670900598	4.19567425202443	3.91083033593183	1	TRUE	"1"
2	10	0.05	50	7	10	-0.1	0.5	0.000705394890795173	0.000652635886703981	0.000650804910368163	871	13208.7817962025	7.73892484044963	7.47935727627942	1	TRUE	"1"
2	10	0.05	50	8	10	-0.1	0.5	0.000647018011564916	0.000619976272087223	0.000620043884473345	880	30703.2921030532	4.16899168329642	4.17944152934602	1	TRUE	"1"
2	10	0.05	50	9	10	-0.1	0.5	0.00059483477020199	0.000523029591865367	0.000523860540446496	889	26259.9302395625	11.9317553900545	12.0714494064024	1	TRUE	"1"
2	10	0.05	50	10	10	-0.1	0.5	0.000585907153997843	0.000518121135790983	0.000519501607020071	898	14901.6736986508	11.3338003341766	11.5694129597724	1	TRUE	"1"
2	10	0.1	10	1	1	-0.1	0.5	0.000459452155208232	0.000441234892976795	0.000440968108390389	2707	83893.0840494421	4.02306238164581	3.96499657797462	2	TRUE	"2"
2	10	0.1	10	2	1	-0.1	0.5	0.00049882020703907	0.000476569502265636	0.000476076802004128	2716	77343.520961677	4.55943939599875	4.4606662800433	2	TRUE	"2"
2	10	0.1	10	3	1	-0.1	0.5	0.000450200772876169	0.000427864650168931	0.000427713830322769	2725	83325.8213044089	4.99486982435403	4.96136924966624	2	TRUE	"2"
2	10	0.1	10	4	1	-0.1	0.5	0.000534623061373029	0.000499858398947303	0.000497323827580877	2734	101245.306035176	6.97673491606583	6.5026492378467	2	TRUE	"2"
2	10	0.1	10	5	1	-0.1	0.5	0.000457350898300291	0.000439609740510884	0.000439735716742225	2743	66444.4305199584	3.8515681555521	3.87911292080996	2	TRUE	"2"
2	10	0.1	10	6	1	-0.1	0.5	0.000584544005234065	0.00055750252672937	0.000555296516652241	2752	153596.06790209	5.00347079431821	4.62608088742045	2	TRUE	"2"
2	10	0.1	10	7	1	-0.1	0.5	0.0004885461438334	0.000465422400918724	0.000464978001425903	2761	96958.8466489122	4.82413845754028	4.73317478943431	2	TRUE	"2"
2	10	0.1	10	8	1	-0.1	0.5	0.000602034420833703	0.000573287585640963	0.000572011504529928	2770	115332.915901874	4.98691026041314	4.77494877334939	2	TRUE	"2"
2	10	0.1	10	9	1	-0.1	0.5	0.000509215112389	0.000485265642515125	0.000484703707823207	2779	89095.8300901568	4.81356581323681	4.7032127073989	2	TRUE	"2"
2	10	0.1	10	10	1	-0.1	0.5	0.00056319588372212	0.000532906422346714	0.000528065898887712	2788	194320.329364402	6.23761391902162	5.37813969364	2	TRUE	"2"
2	10	0.1	10	1	2	-0.1	0.5	0.000523292287556331	0.000502752438106941	0.000501397671370474	2797	118469.747251986	4.18401277956915	3.92511984942621	2	TRUE	"2"
2	10	0.1	10	2	2	-0.1	0.5	0.000486180075707666	0.000446466067802578	0.000443528666803783	2806	97502.638883316	8.77275952573767	8.16857989239517	2	TRUE	"2"
2	10	0.1	10	3	2	-0.1	0.5	0.000567053173055906	0.000552978869796895	0.000553407483005198	2815	118588.935344655	2.4064216019054	2.48200767190194	2	TRUE	"2"
2	10	0.1	10	4	2	-0.1	0.5	0.000541704990886696	0.000524952401976142	0.000524086197456883	2824	86296.3826709484	3.25247020541075	3.09256683848017	2	TRUE	"2"
2	10	0.1	10	5	2	-0.1	0.5	0.000454572475508854	0.000428417966029871	0.000428736959392999	2833	106467.46981307	5.68347568491338	5.75365005320776	2	TRUE	"2"
2	10	0.1	10	6	2	-0.1	0.5	0.000733893141083634	0.000698418496242804	0.000694613304782049	2842	109578.274078627	5.35225554003494	4.83376160028552	2	TRUE	"2"
2	10	0.1	10	7	2	-0.1	0.5	0.000501490724244439	0.000481109876363769	0.000480556084784515	2851	86066.5230637023	4.17448188926409	4.06405281201888	2	TRUE	"2"
2	10	0.1	10	8	2	-0.1	0.5	0.000565348495984767	0.000538920853556551	0.00053769385728072	2860	102499.351020788	4.89160914028365	4.67457552569982	2	TRUE	"2"
2	10	0.1	10	9	2	-0.1	0.5	0.000468333528217198	0.000446913789492547	0.000446491417498868	2869	54045.6814887468	4.6637939422094	4.57360778891688	2	TRUE	"2"
2	10	0.1	10	10	2	-0.1	0.5	0.000537650659192256	0.000517133112305	0.00051499744991893	2878	197108.525282425	4.21336957111879	3.81614837375643	2	TRUE	"2"
2	10	0.1	10	1	3	-0.1	0.5	0.000584031331687409	0.000554148156658836	0.00055188590152833	2887	125405.521090247	5.50405918569522	5.11670751331665	2	TRUE	"2"
2	10	0.1	10	2	3	-0.1	0.5	0.000498669651203398	0.000475544600938301	0.000474308746929356	2896	88418.9578775792	4.88517883838617	4.63734863537239	2	TRUE	"2"
2	10	0.1	10	3	3	-0.1	0.5	0.000489752963886333	0.000466316967542487	0.000465778957891289	2905	75262.3085096985	4.89512218666398	4.78526891555174	2	TRUE	"2"
2	10	0.1	10	4	3	-0.1	0.5	0.000557339160284951	0.000531351439545734	0.000529552340545293	2914	80764.1753263355	4.98562127331077	4.66281980364169	2	TRUE	"2"
2	10	0.1	10	5	3	-0.1	0.5	0.000496620631724577	0.000474736363413996	0.000474014924644094	2923	104262.159865812	4.55190655329434	4.40663696040681	2	TRUE	"2"
2	10	0.1	10	6	3	-0.1	0.5	0.000502766489239362	0.000476561321928831	0.000474358045853431	2932	160166.292486845	5.65042499728049	5.21219450209917	2	TRUE	"2"
2	10	0.1	10	7	3	-0.1	0.5	0.000525527295440564	0.000501412699165104	0.000500241891372174	2941	62255.6930968215	4.81143496974646	4.58864772290164	2	TRUE	"2"
2	10	0.1	10	8	3	-0.1	0.5	0.000513510500144068	0.000490326463114679	0.000489749871653743	2950	62909.5126533842	4.62709691109713	4.51481265190966	2	TRUE	"2"
2	10	0.1	10	9	3	-0.1	0.5	0.000515725779292744	0.000480708291943961	0.000479110826270881	2959	119105.607876094	7.09969415763465	6.78994317422047	2	TRUE	"2"
2	10	0.1	10	10	3	-0.1	0.5	0.000611675537821059	0.000579425407549319	0.000577539062202163	2968	95954.6565101076	5.58081425660708	5.27242439457739	2	TRUE	"2"
2	10	0.1	10	1	4	-0.1	0.5	0.000573597471476893	0.000550641821956712	0.000548861489542951	2977	131051.488448829	4.31242869154415	4.00204859011581	2	TRUE	"2"
2	10	0.1	10	2	4	-0.1	0.5	0.000561401854819539	0.000534199687687434	0.000532753991189977	2986	93030.6199314422	5.10291574272946	4.84540029545309	2	TRUE	"2"
2	10	0.1	10	3	4	-0.1	0.5	0.000636004906931961	0.000598591756182608	0.000594560206218084	2995	154986.71554037	6.51641210030953	5.88252548708016	2	TRUE	"2"
2	10	0.1	10	4	4	-0.1	0.5	0.000487084752477431	0.000468348834290308	0.000467211962147198	3004	89631.0787622919	4.07994506688109	3.84654171411188	2	TRUE	"2"
2	10	0.1	10	5	4	-0.1	0.5	0.00053012459092008	0.000510307097486551	0.000509514126800627	3013	73470.3850535301	3.88785286939463	3.73827092214942	2	TRUE	"2"
2	10	0.1	10	6	4	-0.1	0.5	0.000556691614206282	0.000531902654059814	0.000531006007976751	3022	93279.5857494993	4.61397398021765	4.45290705192524	2	TRUE	"2"
2	10	0.1	10	7	4	-0.1	0.5	0.000569969388818754	0.000537144277869207	0.000535473211865361	3031	92454.1218812318	6.05228589992967	5.75910068040254	2	TRUE	"2"
2	10	0.1	10	8	4	-0.1	0.5	0.000570755192973135	0.000530150306385669	0.000525708733886364	3040	95063.9833093732	7.89243087778474	7.11423865912637	2	TRUE	"2"
2	10	0.1	10	9	4	-0.1	0.5	0.000505682548193485	0.000485707913341552	0.000484190401580191	3049	91644.7519869866	4.25012622841612	3.95003444815151	2	TRUE	"2"
2	10	0.1	10	10	4	-0.1	0.5	0.000539174773056851	0.000515972831958523	0.000514915579584895	3058	84145.1343006098	4.499319086169	4.303231949593	2	TRUE	"2"
2	10	0.1	10	1	5	-0.1	0.5	0.000683389875968722	0.000638582528402338	0.000634552117877826	3067	124161.522838762	7.14639765795005	6.55663028412127	2	TRUE	"2"
2	10	0.1	10	2	5	-0.1	0.5	0.000591169659760251	0.000571206125685322	0.00056974075615352	3076	86402.5784507174	3.62483142579102	3.37695511691606	2	TRUE	"2"
2	10	0.1	10	3	5	-0.1	0.5	0.000564868671481257	0.000546395991500173	0.000545716123169664	3085	65231.2801507718	3.39061967472339	3.27026102060911	2	TRUE	"2"
2	10	0.1	10	4	5	-0.1	0.5	0.000541312839173607	0.000502629535515797	0.000500017286975181	3094	105911.955757852	7.6287775219722	7.14620102432185	2	TRUE	"2"
2	10	0.1	10	5	5	-0.1	0.5	0.000596931653221532	0.000575589703799388	0.000572927999550661	3103	169398.75073308	4.0211728664962	3.57527521064855	2	TRUE	"2"
2	10	0.1	10	6	5	-0.1	0.5	0.000450523699796192	0.000436996694904595	0.00043755258039889	3112	75322.0537106827	2.87912032223165	3.00250683764614	2	TRUE	"2"
2	10	0.1	10	7	5	-0.1	0.5	0.000531309888022912	0.000505497884357676	0.000505275571249268	3121	84915.7743706963	4.90002489329201	4.8581824368612	2	TRUE	"2"
2	10	0.1	10	8	5	-0.1	0.5	0.000660671999697679	0.000621300373956752	0.000617008104176077	3130	135035.183052455	6.60901257228738	5.95933016064602	2	TRUE	"2"
2	10	0.1	10	9	5	-0.1	0.5	0.000491968124661418	0.000468524127298522	0.00046849818637933	3139	119365.814888415	4.77062173453615	4.76534884836911	2	TRUE	"2"
2	10	0.1	10	10	5	-0.1	0.5	0.000446126224260512	0.000424818341478932	0.000423763347474194	3148	56010.0790947991	5.01267927555383	4.77620046140517	2	TRUE	"2"
2	10	0.1	10	1	6	-0.1	0.5	0.00063573517871769	0.000575147357685179	0.000569133457057987	3157	99137.4702442737	10.476331008462	9.53035525809971	2	TRUE	"2"
2	10	0.1	10	2	6	-0.1	0.5	0.00052678047302905	0.000493812366435443	0.000490783193047145	3166	118577.443534695	6.83344995210537	6.2584147062317	2	TRUE	"2"
2	10	0.1	10	3	6	-0.1	0.5	0.000596243899666009	0.000569386248367522	0.000566757969645594	3175	178741.044681397	4.94527994951922	4.50447397676211	2	TRUE	"2"
2	10	0.1	10	4	6	-0.1	0.5	0.000506902501052412	0.000478893535078968	0.00047782945844809	3184	137234.786028478	5.73543088541929	5.52551346961059	2	TRUE	"2"
2	10	0.1	10	5	6	-0.1	0.5	0.000465896512466135	0.000445036434449822	0.000444377769851146	3193	62766.8913824128	4.6187816476847	4.47740591701238	2	TRUE	"2"
